"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","With BOM_UPLOAD Permission The User Can See The BOM Upload Button","chromium_test_workflow","Fri Jan 16 00:23:59 UTC 2026","skipped","Fri Jan 16 00:23:59 UTC 2026","VIEW_PORTFOLIO x BOM_UPLOAD","playwright-tests/features/@permissions/bom-upload.feature.spec.js","",""
"","5048","Delete All Test Users Before Tests","setup_provisioning","Fri Jan 16 00:21:30 UTC 2026","passed","Fri Jan 16 00:21:35 UTC 2026","","../setup/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","4294","Store Admin Authentication","setup_admin_authentication","Fri Jan 16 00:21:25 UTC 2026","passed","Fri Jan 16 00:21:29 UTC 2026","","../../setup/auth-setup.ts","",""
"","40846","Create Test Users","setup_provisioning","Fri Jan 16 00:21:51 UTC 2026","passed","Fri Jan 16 00:22:32 UTC 2026","","../setup/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","0","Without TAG_MANAGEMENT Permission The User Cannot See The Tag Management Tab","chromium_test_workflow","Fri Jan 16 00:23:59 UTC 2026","skipped","Fri Jan 16 00:23:59 UTC 2026","VIEW_PORTFOLIO x TAG_MANAGEMENT","playwright-tests/features/@permissions/tag-management.feature.spec.js","",""
"","0","With SYSTEM_CONFIGURATION x ACCESS_MANAGEMENT Permission The User Can See Administration Tab","chromium_test_workflow","Fri Jan 16 00:23:59 UTC 2026","skipped","Fri Jan 16 00:23:59 UTC 2026","VIEW_PORTFOLIO x SYSTEM_CONFIGURATION x ACCESS_MANAGEMENT","playwright-tests/features/@permissions/system-configuration_x_access-management.feature.spec.js","",""
"","8506","Delete All Test Projects Before Tests","setup_provisioning","Fri Jan 16 00:21:43 UTC 2026","passed","Fri Jan 16 00:21:51 UTC 2026","","../setup/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","0","With VIEW_VULNERABILITY Permission The User Can See Management Buttons For Projects","chromium_test_workflow","Fri Jan 16 00:23:59 UTC 2026","skipped","Fri Jan 16 00:23:59 UTC 2026","VIEW_PORTFOLIO x VIEW_VULNERABILITY","playwright-tests/features/@permissions/view-vulnerabiliy.feature.spec.js","",""
"","10580","Change Initial Password As Admin","setup_initial","Fri Jan 16 00:21:14 UTC 2026","passed","Fri Jan 16 00:21:24 UTC 2026","","../../setup/initial-setup.ts","",""
"","0","Without VIEW_PORTFOLIO Permission The User Cannot Log In","chromium_test_workflow","Fri Jan 16 00:23:59 UTC 2026","skipped","Fri Jan 16 00:23:59 UTC 2026","VIEW_PORTFOLIO","playwright-tests/features/@permissions/view-portfolio.feature.spec.js","",""
"","0","The Admin User Deletes Respective Projects","chromium_test_workflow","Fri Jan 16 00:23:59 UTC 2026","skipped","Fri Jan 16 00:23:59 UTC 2026","Create Parent Project","playwright-tests/features/@projects/create_parent_project.feature.spec.js","",""
"","1","With PORTFOLIO_MANAGEMENT Permission The User Can See Management Buttons For Projects","chromium_test_workflow","Fri Jan 16 00:23:59 UTC 2026","skipped","Fri Jan 16 00:23:59 UTC 2026","VIEW_PORTFOLIO x PORTFOLIO_MANAGEMENT","playwright-tests/features/@permissions/portfolio-management.feature.spec.js","",""
"","0","Without BOM_UPLOAD Permission The User Cannot See The BOM Upload Button","chromium_test_workflow","Fri Jan 16 00:23:59 UTC 2026","skipped","Fri Jan 16 00:23:59 UTC 2026","VIEW_PORTFOLIO x BOM_UPLOAD","playwright-tests/features/@permissions/bom-upload.feature.spec.js","",""
"","1","Without POLICY_MANAGEMENT Permission The User Cannot See The Policy Management Tab","chromium_test_workflow","Fri Jan 16 00:23:59 UTC 2026","skipped","Fri Jan 16 00:23:59 UTC 2026","VIEW_PORTFOLIO x POLICY_MANAGEMENT","playwright-tests/features/@permissions/policy-management.feature.spec.js","",""
"","42753","Create Test Project With Default BOM","setup_provisioning","Fri Jan 16 00:22:54 UTC 2026","passed","Fri Jan 16 00:23:37 UTC 2026","","../setup/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","3740","Delete All Test Vulnerabilities Before Tests","setup_provisioning","Fri Jan 16 00:21:39 UTC 2026","passed","Fri Jan 16 00:21:43 UTC 2026","","../setup/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","0","The Admin User Creates A Parent And A Child Project","chromium_test_workflow","Fri Jan 16 00:23:59 UTC 2026","skipped","Fri Jan 16 00:23:59 UTC 2026","Create Parent Project","playwright-tests/features/@projects/create_parent_project.feature.spec.js","",""
"","0","Without VULNERABILITY_MANAGEMENT Permission The User Cannot See The Vulnerability Create Button","chromium_test_workflow","Fri Jan 16 00:23:59 UTC 2026","skipped","Fri Jan 16 00:23:59 UTC 2026","VIEW_PORTFOLIO x VULNERABILITY_MANAGEMENT","playwright-tests/features/@permissions/vulnerability-management.feature.spec.js","",""
"","0","Without VIEW_POLICY_VIOLATION Permission The User Cannot See The Policy Violations On Project Page","chromium_test_workflow","Fri Jan 16 00:23:59 UTC 2026","skipped","Fri Jan 16 00:23:59 UTC 2026","VIEW_PORTFOLIO x VIEW_POLICY_VIOLATION","playwright-tests/features/@permissions/view-policy-violation.feature.spec.js","",""
