"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Without VULNERABILITY_MANAGEMENT Permission The User Cannot See The Vulnerability Create Button","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","VIEW_PORTFOLIO x VULNERABILITY_MANAGEMENT","playwright-tests/features/@permissions/vulnerability-management.feature.spec.js","",""
"","0","The Admin User Validates A Test Project With A Recently Uploaded BOM","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","Validate BOM Upload","playwright-tests/features/@projects/validate_bom_upload.feature.spec.js","",""
"","0","The Admin User Creates A Custom Component Inside A Test Project","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","Create Custom Component","playwright-tests/features/@projects/create_custom_component.feature.spec.js","",""
"","0","With TAG_MANAGEMENT Permission The User Can See The Tag Management Tab","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","VIEW_PORTFOLIO x TAG_MANAGEMENT","playwright-tests/features/@permissions/tag-management.feature.spec.js","",""
"","0","Without BOM_UPLOAD Permission The User Cannot See The BOM Upload Button","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","VIEW_PORTFOLIO x BOM_UPLOAD","playwright-tests/features/@permissions/bom-upload.feature.spec.js","",""
"","10519","Change Initial Password As Admin","setup_initial","Fri Dec 12 00:20:15 UTC 2025","passed","Fri Dec 12 00:20:26 UTC 2025","","../../setup/initial-setup.ts","",""
"","0","With VIEW_POLICY_VIOLATION Permission The User Can See Audit View On Policy Violations Project Page","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","VIEW_PORTFOLIO x VIEW_POLICY_VIOLATION","playwright-tests/features/@permissions/view-policy-violation.feature.spec.js","",""
"","4377","Delete All Test Vulnerabilities Before Tests","setup_provisioning","Fri Dec 12 00:20:43 UTC 2025","passed","Fri Dec 12 00:20:47 UTC 2025","","../setup/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","0","With BOM_UPLOAD Permission The User Can See The BOM Upload Button","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","VIEW_PORTFOLIO x BOM_UPLOAD","playwright-tests/features/@permissions/bom-upload.feature.spec.js","",""
"","0","Without TAG_MANAGEMENT Permission The User Cannot See The Tag Management Tab","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","VIEW_PORTFOLIO x TAG_MANAGEMENT","playwright-tests/features/@permissions/tag-management.feature.spec.js","",""
"","0","The Admin User Creates A Parent And A Child Project","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","Create Parent Project","playwright-tests/features/@projects/create_parent_project.feature.spec.js","",""
"","0","Without PORTFOLIO_MANAGEMENT Permission The User Cannot See Management Buttons For Projects","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","VIEW_PORTFOLIO x PORTFOLIO_MANAGEMENT","playwright-tests/features/@permissions/portfolio-management.feature.spec.js","",""
"","0","With POLICY_MANAGEMENT Permission The User Can See The Policy Management Tab","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","VIEW_PORTFOLIO x POLICY_MANAGEMENT","playwright-tests/features/@permissions/policy-management.feature.spec.js","",""
"","0","The Admin User Applies Vex Inside A Test Project","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","Create Custom Component","playwright-tests/features/@projects/apply_vex_to_project.feature.spec.js","",""
"","0","Without POLICY_MANAGEMENT Permission The User Cannot See The Policy Management Tab","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","VIEW_PORTFOLIO x POLICY_MANAGEMENT","playwright-tests/features/@permissions/policy-management.feature.spec.js","",""
"","0","With VIEW_VULNERABILITY Permission The User ...","chromium_test_workflow","Fri Dec 12 00:23:03 UTC 2025","skipped","Fri Dec 12 00:23:03 UTC 2025","VIEW_PORTFOLIO x VIEW_VULNERABILITY x VULNERABILITY_ANALYSIS","playwright-tests/features/@permissions/view-vulnerability_x_vulnerability-analysis.feature.spec.js","",""
